Date,VaR_95,VaR_99
2017-10-30,4396.938743790855,7601.1943975282275
2017-10-31,4396.938743790855,7601.1943975282275
2017-11-01,4396.938743790855,7601.1943975282275
2017-11-02,4396.938743790855,7601.1943975282275
2017-11-03,4396.938743790855,7601.1943975282275
2017-11-06,4396.938743790855,7601.1943975282275
2017-11-07,4396.938743790855,7601.1943975282275
2017-11-08,4396.938743790855,7601.1943975282275
2017-11-09,4251.972149823277,7601.1943975282275
2017-11-10,4251.972149823277,7601.1943975282275
2017-11-13,4110.763639278728,7601.1943975282275
2017-11-14,4110.763639278728,7601.1943975282275
2017-11-15,4110.763639278728,7601.1943975282275
2017-11-16,4110.763639278728,7601.1943975282275
2017-11-17,4110.763639278728,7601.1943975282275
2017-11-20,4110.763639278728,7601.1943975282275
2017-11-21,4110.763639278728,7601.1943975282275
2017-11-22,4110.763639278728,7601.1943975282275
2017-11-24,4110.763639278728,7601.1943975282275
2017-11-27,4110.763639278728,7601.1943975282275
2017-11-28,4110.763639278728,7601.1943975282275
2017-11-29,4110.763639278728,7601.1943975282275
2017-11-30,4034.1647528725402,7304.299065264358
2017-12-01,3918.3127739439565,7304.299065264358
2017-12-04,3918.3127739439565,7304.299065264358
2017-12-05,3918.3127739439565,7304.299065264358
2017-12-06,3918.3127739439565,7304.299065264358
2017-12-07,3918.3127739439565,7304.299065264358
2017-12-08,3918.3127739439565,7304.299065264358
2017-12-11,3918.3127739439565,7304.299065264358
2017-12-12,3918.3127739439565,7304.299065264358
2017-12-13,3918.3127739439565,7304.299065264358
2017-12-14,3828.363432957549,6885.02305121437
2017-12-15,3828.363432957549,6885.02305121437
2017-12-18,3828.363432957549,6885.02305121437
2017-12-19,3918.3127739439565,6885.02305121437
2017-12-20,3918.3127739439565,6885.02305121437
2017-12-21,3918.3127739439565,6885.02305121437
2017-12-22,3918.3127739439565,6885.02305121437
2017-12-26,3918.3127739439565,6885.02305121437
2017-12-27,3918.3127739439565,6885.02305121437
2017-12-28,3918.3127739439565,6885.02305121437
2017-12-29,3918.3127739439565,6885.02305121437
2018-01-02,3918.3127739439565,6885.02305121437
2018-01-03,3918.3127739439565,6885.02305121437
2018-01-04,3918.3127739439565,6885.02305121437
2018-01-05,3918.3127739439565,6885.02305121437
2018-01-08,3918.3127739439565,6885.02305121437
2018-01-09,3918.3127739439565,6885.02305121437
2018-01-10,3918.3127739439565,6885.02305121437
2018-01-11,3918.3127739439565,6885.02305121437
2018-01-12,3918.3127739439565,6885.02305121437
2018-01-16,3918.3127739439565,6885.02305121437
2018-01-17,3918.3127739439565,6885.02305121437
2018-01-18,3918.3127739439565,6885.02305121437
2018-01-19,3828.363432957549,6885.02305121437
2018-01-22,3828.363432957549,6885.02305121437
2018-01-23,3828.363432957549,6885.02305121437
2018-01-24,3828.363432957549,6885.02305121437
2018-01-25,3828.363432957549,6885.02305121437
2018-01-26,3828.363432957549,6885.02305121437
2018-01-29,3918.3127739439565,6885.02305121437
2018-01-30,4066.7395638562703,7304.299065264358
2018-01-31,4066.7395638562703,7304.299065264358
2018-02-01,4066.7395638562703,7304.299065264358
2018-02-02,4251.972149823277,7889.065599190804
2018-02-05,4396.938743790855,8218.456125933042
2018-02-06,4396.938743790855,8218.456125933042
2018-02-07,4780.534158588342,8218.456125933042
2018-02-08,5252.660861719518,12819.66542644176
2018-02-09,5252.660861719518,12819.66542644176
2018-02-12,5252.660861719518,12819.66542644176
2018-02-13,5252.660861719518,12819.66542644176
2018-02-14,5252.660861719518,12819.66542644176
2018-02-15,5252.660861719518,12819.66542644176
2018-02-16,5252.660861719518,12819.66542644176
2018-02-20,5369.6497183778365,12819.66542644176
2018-02-21,5864.814976471166,12819.66542644176
2018-02-22,5864.814976471166,12819.66542644176
2018-02-23,5864.814976471166,12819.66542644176
2018-02-26,5864.814976471166,12819.66542644176
2018-02-27,6452.798369086979,13414.944562124061
2018-02-28,6452.798369086979,13414.944562124061
2018-03-01,6574.410021613459,13414.944562124061
2018-03-02,6459.330398072972,13414.944562124061
2018-03-05,6459.330398072972,13414.944562124061
2018-03-06,6459.330398072972,13414.944562124061
2018-03-07,6459.330398072972,13414.944562124061
2018-03-08,6459.330398072972,13414.944562124061
2018-03-09,6459.330398072972,13414.944562124061
2018-03-12,6459.330398072972,13414.944562124061
2018-03-13,6459.330398072972,13414.944562124061
2018-03-14,6459.330398072972,13414.944562124061
2018-03-15,6459.330398072972,13414.944562124061
2018-03-16,6459.330398072972,13414.944562124061
2018-03-19,6666.259057021265,13414.944562124061
2018-03-20,6666.259057021265,13414.944562124061
2018-03-21,6666.259057021265,13414.944562124061
2018-03-22,6784.8359196174,15375.69041367613
2018-03-23,6845.612905614668,15375.69041367613
2018-03-26,6845.612905614668,15375.69041367613
2018-03-27,6928.7185601097735,15375.69041367613
2018-03-28,6928.7185601097735,15375.69041367613
2018-03-29,6928.7185601097735,15375.69041367613
2018-04-02,7173.7040876230985,15375.69041367613
2018-04-03,7173.7040876230985,15375.69041367613
2018-04-04,7173.7040876230985,15375.69041367613
2018-04-05,7173.7040876230985,15375.69041367613
2018-04-06,7527.291835908541,15375.69041367613
2018-04-09,7527.291835908541,15375.69041367613
2018-04-10,7527.291835908541,15375.69041367613
2018-04-11,7527.291835908541,15375.69041367613
2018-04-12,7527.291835908541,15375.69041367613
2018-04-13,7527.291835908541,15375.69041367613
2018-04-16,7527.291835908541,15375.69041367613
2018-04-17,7527.291835908541,15375.69041367613
2018-04-18,7527.291835908541,15375.69041367613
2018-04-19,7527.291835908541,15375.69041367613
2018-04-20,7837.414679992852,15375.69041367613
2018-04-23,7837.414679992852,15375.69041367613
2018-04-24,8094.689764576026,15375.69041367613
2018-04-25,8094.689764576026,15375.69041367613
2018-04-26,8094.689764576026,15375.69041367613
2018-04-27,8094.689764576026,15375.69041367613
2018-04-30,8094.689764576026,15375.69041367613
2018-05-01,8094.689764576026,15375.69041367613
2018-05-02,8094.689764576026,15375.69041367613
2018-05-03,8094.689764576026,15375.69041367613
2018-05-04,8094.689764576026,15375.69041367613
2018-05-07,8094.689764576026,15375.69041367613
2018-05-08,8094.689764576026,15375.69041367613
2018-05-09,8094.689764576026,15375.69041367613
2018-05-10,8094.689764576026,15375.69041367613
2018-05-11,8094.689764576026,15375.69041367613
2018-05-14,8094.689764576026,15375.69041367613
2018-05-15,8211.58700963175,15375.69041367613
2018-05-16,8211.58700963175,15375.69041367613
2018-05-17,8211.58700963175,15375.69041367613
2018-05-18,8211.58700963175,15375.69041367613
2018-05-21,8211.58700963175,15375.69041367613
2018-05-22,8211.58700963175,15375.69041367613
2018-05-23,8211.58700963175,15375.69041367613
2018-05-24,8211.58700963175,15375.69041367613
2018-05-25,8211.58700963175,15375.69041367613
2018-05-29,8211.58700963175,15375.69041367613
2018-05-30,8211.58700963175,15375.69041367613
2018-05-31,8211.58700963175,15375.69041367613
2018-06-01,8211.58700963175,15375.69041367613
2018-06-04,8211.58700963175,15375.69041367613
2018-06-05,8211.58700963175,15375.69041367613
2018-06-06,8211.58700963175,15375.69041367613
2018-06-07,8211.58700963175,15375.69041367613
2018-06-08,8211.58700963175,15375.69041367613
2018-06-11,8211.58700963175,15375.69041367613
2018-06-12,8211.58700963175,15375.69041367613
2018-06-13,8211.58700963175,15375.69041367613
2018-06-14,8211.58700963175,15375.69041367613
2018-06-15,8211.58700963175,15375.69041367613
2018-06-18,8211.58700963175,15375.69041367613
2018-06-19,8211.58700963175,15375.69041367613
2018-06-20,8211.58700963175,15375.69041367613
2018-06-21,8211.58700963175,15375.69041367613
2018-06-22,8211.58700963175,15375.69041367613
2018-06-25,8262.217172062366,15375.69041367613
2018-06-26,8262.217172062366,15375.69041367613
2018-06-27,8262.217172062366,15375.69041367613
2018-06-28,8262.217172062366,15375.69041367613
2018-06-29,8262.217172062366,15375.69041367613
2018-07-02,8262.217172062366,15375.69041367613
2018-07-03,8262.217172062366,15375.69041367613
2018-07-05,8262.217172062366,15375.69041367613
2018-07-06,8262.217172062366,15375.69041367613
2018-07-09,8262.217172062366,15375.69041367613
2018-07-10,8262.217172062366,15375.69041367613
2018-07-11,8262.217172062366,15375.69041367613
2018-07-12,8262.217172062366,15375.69041367613
2018-07-13,8262.217172062366,15375.69041367613
2018-07-16,8262.217172062366,15375.69041367613
2018-07-17,8262.217172062366,15375.69041367613
2018-07-18,8262.217172062366,15375.69041367613
2018-07-19,8262.217172062366,15375.69041367613
2018-07-20,8262.217172062366,15375.69041367613
2018-07-23,8262.217172062366,15375.69041367613
2018-07-24,8262.217172062366,15375.69041367613
2018-07-25,8262.217172062366,15375.69041367613
2018-07-26,8262.217172062366,15375.69041367613
2018-07-27,8262.217172062366,15375.69041367613
2018-07-30,8262.217172062366,15375.69041367613
2018-07-31,8262.217172062366,15375.69041367613
2018-08-01,8262.217172062366,15375.69041367613
2018-08-02,8262.217172062366,15375.69041367613
2018-08-03,8262.217172062366,15375.69041367613
2018-08-06,8262.217172062366,15375.69041367613
2018-08-07,8262.217172062366,15375.69041367613
2018-08-08,8262.217172062366,15375.69041367613
2018-08-09,8262.217172062366,15375.69041367613
2018-08-10,8262.217172062366,15375.69041367613
2018-08-13,8262.217172062366,15375.69041367613
2018-08-14,8262.217172062366,15375.69041367613
2018-08-15,8262.217172062366,15375.69041367613
2018-08-16,8262.217172062366,15375.69041367613
2018-08-17,8262.217172062366,15375.69041367613
2018-08-20,8262.217172062366,15375.69041367613
2018-08-21,8262.217172062366,15375.69041367613
2018-08-22,8262.217172062366,15375.69041367613
2018-08-23,8262.217172062366,15375.69041367613
2018-08-24,8262.217172062366,15375.69041367613
2018-08-27,8262.217172062366,15375.69041367613
2018-08-28,8262.217172062366,15375.69041367613
2018-08-29,8262.217172062366,15375.69041367613
2018-08-30,8262.217172062366,15375.69041367613
2018-08-31,8262.217172062366,15375.69041367613
2018-09-04,8262.217172062366,15375.69041367613
2018-09-05,8262.217172062366,15375.69041367613
2018-09-06,8262.217172062366,15375.69041367613
2018-09-07,8262.217172062366,15375.69041367613
2018-09-10,8262.217172062366,15375.69041367613
2018-09-11,8262.217172062366,15375.69041367613
2018-09-12,8262.217172062366,15375.69041367613
2018-09-13,8262.217172062366,15375.69041367613
2018-09-14,8262.217172062366,15375.69041367613
2018-09-17,8262.217172062366,15375.69041367613
2018-09-18,8262.217172062366,15375.69041367613
2018-09-19,8262.217172062366,15375.69041367613
2018-09-20,8262.217172062366,15375.69041367613
2018-09-21,8262.217172062366,15375.69041367613
2018-09-24,8262.217172062366,15375.69041367613
2018-09-25,8262.217172062366,15375.69041367613
2018-09-26,8262.217172062366,15375.69041367613
2018-09-27,8262.217172062366,15375.69041367613
2018-09-28,8262.217172062366,15375.69041367613
2018-10-01,8262.217172062366,15375.69041367613
2018-10-02,8262.217172062366,15375.69041367613
2018-10-03,8262.217172062366,15375.69041367613
2018-10-04,8262.217172062366,15375.69041367613
2018-10-05,8262.217172062366,15375.69041367613
2018-10-08,8262.217172062366,15375.69041367613
2018-10-09,8262.217172062366,15375.69041367613
2018-10-10,8416.038413440336,18545.00132436915
2018-10-11,8416.038413440336,18545.00132436915
2018-10-12,8416.038413440336,18545.00132436915
2018-10-15,8416.038413440336,18545.00132436915
2018-10-16,8416.038413440336,18545.00132436915
2018-10-17,8416.038413440336,18545.00132436915
2018-10-18,8555.890760548695,18545.00132436915
2018-10-19,8555.890760548695,18545.00132436915
2018-10-22,8555.890760548695,18545.00132436915
2018-10-23,8555.890760548695,18545.00132436915
2018-10-24,8598.801762581694,18545.00132436915
2018-10-25,8598.801762581694,18545.00132436915
2018-10-26,8645.082314436328,18545.00132436915
2018-10-29,8645.082314436328,18545.00132436915
2018-10-30,8645.082314436328,18545.00132436915
2018-10-31,8645.082314436328,18545.00132436915
2018-11-01,8645.082314436328,18545.00132436915
2018-11-02,8645.082314436328,18545.00132436915
2018-11-05,8645.082314436328,18545.00132436915
2018-11-06,8645.082314436328,18545.00132436915
2018-11-07,8645.082314436328,18545.00132436915
2018-11-08,8645.082314436328,18545.00132436915
2018-11-09,8645.082314436328,18545.00132436915
2018-11-12,8655.636995630057,18545.00132436915
2018-11-13,8655.636995630057,18545.00132436915
2018-11-14,8655.636995630057,18545.00132436915
2018-11-15,8655.636995630057,18545.00132436915
2018-11-16,8655.636995630057,18545.00132436915
2018-11-19,9018.72548623775,18545.00132436915
2018-11-20,9460.58480918786,18545.00132436915
2018-11-21,9460.58480918786,18545.00132436915
2018-11-23,9460.58480918786,18545.00132436915
2018-11-26,9460.58480918786,18545.00132436915
2018-11-27,9460.58480918786,18545.00132436915
2018-11-28,9460.58480918786,18545.00132436915
2018-11-29,9460.58480918786,18545.00132436915
2018-11-30,9460.58480918786,18545.00132436915
2018-12-03,9460.58480918786,18545.00132436915
2018-12-04,9473.677568744748,18545.00132436915
2018-12-06,9473.677568744748,18545.00132436915
2018-12-07,9756.659181967918,18545.00132436915
2018-12-10,9756.659181967918,18545.00132436915
2018-12-11,9756.659181967918,18545.00132436915
2018-12-12,9756.659181967918,18545.00132436915
2018-12-13,9756.659181967918,18545.00132436915
2018-12-14,10401.935912340328,18545.00132436915
2018-12-17,10401.935912340328,18545.00132436915
2018-12-18,10401.935912340328,18545.00132436915
2018-12-19,10401.935912340328,18545.00132436915
2018-12-20,10401.935912340328,18545.00132436915
2018-12-21,10808.52272871555,18545.00132436915
2018-12-24,10884.118601520679,18545.00132436915
2018-12-26,10884.118601520679,18545.00132436915
2018-12-27,10884.118601520679,18545.00132436915
2018-12-28,10884.118601520679,18545.00132436915
2018-12-31,10884.118601520679,18545.00132436915
2019-01-02,10884.118601520679,18545.00132436915
2019-01-03,10884.118601520679,18545.00132436915
2019-01-04,10884.118601520679,18545.00132436915
2019-01-07,10884.118601520679,18545.00132436915
2019-01-08,10884.118601520679,18545.00132436915
2019-01-09,10884.118601520679,18545.00132436915
2019-01-10,10884.118601520679,18545.00132436915
2019-01-11,10884.118601520679,18545.00132436915
2019-01-14,10884.118601520679,18545.00132436915
2019-01-15,10884.118601520679,18545.00132436915
2019-01-16,10884.118601520679,18545.00132436915
2019-01-17,10884.118601520679,18545.00132436915
2019-01-18,10884.118601520679,18545.00132436915
2019-01-22,10884.118601520679,18545.00132436915
2019-01-23,10884.118601520679,18545.00132436915
2019-01-24,10884.118601520679,18545.00132436915
2019-01-25,10884.118601520679,18545.00132436915
2019-01-28,10884.118601520679,18545.00132436915
2019-01-29,10884.118601520679,18545.00132436915
2019-01-30,10884.118601520679,18545.00132436915
2019-01-31,10884.118601520679,18545.00132436915
2019-02-01,10884.118601520679,18545.00132436915
2019-02-04,10884.118601520679,18545.00132436915
2019-02-05,10808.52272871555,17889.57610097829
2019-02-06,10515.687785831162,15451.053567933828
2019-02-07,10515.687785831162,15451.053567933828
2019-02-08,10515.687785831162,15451.053567933828
2019-02-11,10194.958616127418,13995.28607801581
2019-02-12,10194.958616127418,13995.28607801581
2019-02-13,10194.958616127418,13995.28607801581
2019-02-14,10194.958616127418,13995.28607801581
2019-02-15,10194.958616127418,13995.28607801581
2019-02-19,10194.958616127418,13995.28607801581
2019-02-20,10194.958616127418,13995.28607801581
2019-02-21,10194.958616127418,13995.28607801581
2019-02-22,10194.958616127418,13995.28607801581
2019-02-25,10194.958616127418,13995.28607801581
2019-02-26,10194.958616127418,13995.28607801581
2019-02-27,10194.958616127418,13995.28607801581
2019-02-28,10194.958616127418,13995.28607801581
2019-03-01,10194.958616127418,13995.28607801581
2019-03-04,10194.958616127418,13995.28607801581
2019-03-05,10194.958616127418,13995.28607801581
2019-03-06,10194.958616127418,13995.28607801581
2019-03-07,10194.958616127418,13995.28607801581
2019-03-08,10194.958616127418,13995.28607801581
2019-03-11,10194.958616127418,13995.28607801581
2019-03-12,10194.958616127418,13995.28607801581
2019-03-13,10194.958616127418,13995.28607801581
2019-03-14,10194.958616127418,13995.28607801581
2019-03-15,10194.958616127418,13995.28607801581
2019-03-18,10194.958616127418,13995.28607801581
2019-03-19,10194.958616127418,13995.28607801581
2019-03-20,10194.958616127418,13995.28607801581
2019-03-21,10194.958616127418,13995.28607801581
2019-03-22,10194.958616127418,13995.28607801581
2019-03-25,9756.659181967918,13931.959439206421
2019-03-26,9461.011027624181,13931.959439206421
2019-03-27,9461.011027624181,13931.959439206421
2019-03-28,9461.011027624181,13931.959439206421
2019-03-29,9461.011027624181,13931.959439206421
2019-04-01,9461.011027624181,13931.959439206421
2019-04-02,9423.631873250102,13931.959439206421
2019-04-03,9423.631873250102,13931.959439206421
2019-04-04,9423.631873250102,13931.959439206421
2019-04-05,9423.631873250102,13931.959439206421
2019-04-08,8996.97052072476,13931.959439206421
2019-04-09,8996.97052072476,13931.959439206421
2019-04-10,8996.97052072476,13931.959439206421
2019-04-11,8996.97052072476,13931.959439206421
2019-04-12,8996.97052072476,13931.959439206421
2019-04-15,8996.97052072476,13931.959439206421
2019-04-16,8996.97052072476,13931.959439206421
2019-04-17,8996.97052072476,13931.959439206421
2019-04-18,8996.97052072476,13931.959439206421
2019-04-22,8996.97052072476,13931.959439206421
2019-04-23,8996.97052072476,13931.959439206421
2019-04-24,8996.97052072476,13931.959439206421
2019-04-25,8996.97052072476,13931.959439206421
2019-04-26,8996.97052072476,13931.959439206421
2019-04-29,8996.97052072476,13931.959439206421
2019-04-30,8996.97052072476,13931.959439206421
2019-05-01,8996.97052072476,13931.959439206421
2019-05-02,8996.97052072476,13931.959439206421
2019-05-03,8996.97052072476,13931.959439206421
2019-05-06,8996.97052072476,13931.959439206421
2019-05-07,8996.97052072476,13931.959439206421
2019-05-08,8996.97052072476,13931.959439206421
2019-05-09,8996.97052072476,13931.959439206421
2019-05-10,8996.97052072476,13931.959439206421
2019-05-13,9423.631873250102,13931.959439206421
2019-05-14,9423.631873250102,13931.959439206421
2019-05-15,9423.631873250102,13931.959439206421
2019-05-16,8996.97052072476,13931.959439206421
2019-05-17,8996.97052072476,13931.959439206421
2019-05-20,8996.97052072476,13931.959439206421
2019-05-21,8996.97052072476,13931.959439206421
2019-05-22,8996.97052072476,13931.959439206421
2019-05-23,8996.97052072476,13931.959439206421
2019-05-24,8996.97052072476,13931.959439206421
2019-05-28,8996.97052072476,13931.959439206421
2019-05-29,8996.97052072476,13931.959439206421
2019-05-30,8996.97052072476,13931.959439206421
2019-05-31,8996.97052072476,13931.959439206421
2019-06-03,8996.97052072476,13931.959439206421
2019-06-04,8996.97052072476,13931.959439206421
2019-06-05,8996.97052072476,13931.959439206421
2019-06-06,8996.97052072476,13931.959439206421
2019-06-07,8996.97052072476,13931.959439206421
2019-06-10,8996.97052072476,13931.959439206421
2019-06-11,8996.97052072476,13931.959439206421
2019-06-12,8996.97052072476,13931.959439206421
2019-06-13,8996.97052072476,13931.959439206421
2019-06-14,8996.97052072476,13931.959439206421
2019-06-17,8996.97052072476,13931.959439206421
2019-06-18,8996.97052072476,13931.959439206421
2019-06-19,8996.97052072476,13931.959439206421
2019-06-20,8996.97052072476,13931.959439206421
2019-06-21,8996.97052072476,13931.959439206421
2019-06-24,8996.97052072476,13931.959439206421
2019-06-25,8996.97052072476,13931.959439206421
2019-06-26,8996.97052072476,13931.959439206421
2019-06-27,8996.97052072476,13931.959439206421
2019-06-28,8996.97052072476,13931.959439206421
2019-07-01,8996.97052072476,13931.959439206421
2019-07-02,8996.97052072476,13931.959439206421
2019-07-03,8996.97052072476,13931.959439206421
2019-07-05,8996.97052072476,13931.959439206421
2019-07-08,8996.97052072476,13931.959439206421
2019-07-09,8996.97052072476,13931.959439206421
2019-07-10,8996.97052072476,13931.959439206421
2019-07-11,8996.97052072476,13931.959439206421
2019-07-12,8996.97052072476,13931.959439206421
2019-07-15,8996.97052072476,13931.959439206421
2019-07-16,8996.97052072476,13931.959439206421
2019-07-17,8996.97052072476,13931.959439206421
2019-07-18,8996.97052072476,13931.959439206421
2019-07-19,8996.97052072476,13931.959439206421
2019-07-22,8996.97052072476,13931.959439206421
2019-07-23,8996.97052072476,13931.959439206421
2019-07-24,8996.97052072476,13931.959439206421
2019-07-25,8996.97052072476,13931.959439206421
2019-07-26,8996.97052072476,13931.959439206421
2019-07-29,8996.97052072476,13931.959439206421
2019-07-30,8996.97052072476,13931.959439206421
2019-07-31,8996.97052072476,13931.959439206421
2019-08-01,8996.97052072476,13931.959439206421
2019-08-02,8996.97052072476,13931.959439206421
2019-08-05,9434.421625330526,13931.959439206421
2019-08-06,9434.421625330526,13931.959439206421
2019-08-07,9434.421625330526,13931.959439206421
2019-08-08,9434.421625330526,13931.959439206421
2019-08-09,9434.421625330526,13931.959439206421
2019-08-12,9434.421625330526,13931.959439206421
2019-08-13,9434.421625330526,13931.959439206421
2019-08-14,9849.728896642233,13931.959439206421
2019-08-15,9849.728896642233,13931.959439206421
2019-08-16,9849.728896642233,13931.959439206421
2019-08-19,9849.728896642233,13931.959439206421
2019-08-20,9849.728896642233,13931.959439206421
2019-08-21,9849.728896642233,13931.959439206421
2019-08-22,9849.728896642233,13931.959439206421
2019-08-23,9849.728896642233,13931.959439206421
2019-08-26,9849.728896642233,13931.959439206421
2019-08-27,9849.728896642233,13931.959439206421
2019-08-28,9849.728896642233,13931.959439206421
2019-08-29,9849.728896642233,13931.959439206421
2019-08-30,9849.728896642233,13931.959439206421
2019-09-03,9849.728896642233,13931.959439206421
2019-09-04,9849.728896642233,13931.959439206421
2019-09-05,9849.728896642233,13931.959439206421
2019-09-06,9849.728896642233,13931.959439206421
2019-09-09,9849.728896642233,13931.959439206421
2019-09-10,9849.728896642233,13931.959439206421
2019-09-11,9849.728896642233,13931.959439206421
2019-09-12,9849.728896642233,13931.959439206421
2019-09-13,9849.728896642233,13931.959439206421
2019-09-16,9849.728896642233,13931.959439206421
2019-09-17,9849.728896642233,13931.959439206421
2019-09-18,9849.728896642233,13931.959439206421
2019-09-19,9849.728896642233,13931.959439206421
2019-09-20,9849.728896642233,13931.959439206421
2019-09-23,9849.728896642233,13931.959439206421
2019-09-24,9849.728896642233,13931.959439206421
2019-09-25,9849.728896642233,13931.959439206421
2019-09-26,9849.728896642233,13931.959439206421
2019-09-27,9849.728896642233,13931.959439206421
2019-09-30,9849.728896642233,13931.959439206421
2019-10-01,9849.728896642233,13931.959439206421
2019-10-02,9849.728896642233,13931.959439206421
2019-10-03,9849.728896642233,13931.959439206421
2019-10-04,9849.728896642233,13931.959439206421
2019-10-07,9849.728896642233,13931.959439206421
2019-10-08,9849.728896642233,13931.959439206421
2019-10-09,9849.728896642233,13931.959439206421
2019-10-10,9849.728896642233,13931.959439206421
2019-10-11,9434.421625330526,13155.372881100833
2019-10-14,9434.421625330526,13155.372881100833
2019-10-15,9434.421625330526,13155.372881100833
2019-10-16,9434.421625330526,13155.372881100833
2019-10-17,9434.421625330526,13155.372881100833
2019-10-18,9434.421625330526,13155.372881100833
2019-10-21,9434.421625330526,13155.372881100833
2019-10-22,9434.421625330526,13155.372881100833
2019-10-23,9434.421625330526,13155.372881100833
2019-10-24,9434.421625330526,13155.372881100833
2019-10-25,8996.97052072476,12767.13167536958
2019-10-28,8996.97052072476,12767.13167536958
2019-10-29,8976.521973707546,12767.13167536958
2019-10-30,8976.521973707546,12767.13167536958
2019-10-31,8976.521973707546,12767.13167536958
2019-11-01,8976.521973707546,12767.13167536958
2019-11-04,8976.521973707546,12767.13167536958
2019-11-05,8976.521973707546,12767.13167536958
2019-11-06,8976.521973707546,12767.13167536958
2019-11-07,8976.521973707546,12767.13167536958
2019-11-08,8976.521973707546,12767.13167536958
2019-11-11,8976.521973707546,12767.13167536958
2019-11-12,8976.521973707546,12767.13167536958
2019-11-13,8536.919408968231,12767.13167536958
2019-11-14,8536.919408968231,12767.13167536958
2019-11-15,8536.919408968231,12767.13167536958
2019-11-18,8536.919408968231,12767.13167536958
2019-11-19,8536.919408968231,12767.13167536958
2019-11-20,8396.289527021287,12767.13167536958
2019-11-21,7989.545558812491,12767.13167536958
2019-11-22,7989.545558812491,12767.13167536958
2019-11-25,7989.545558812491,12767.13167536958
2019-11-26,7989.545558812491,12767.13167536958
2019-11-27,7989.545558812491,12767.13167536958
2019-11-29,7989.545558812491,12767.13167536958
2019-12-02,8396.289527021287,12767.13167536958
2019-12-03,8396.289527021287,12767.13167536958
2019-12-04,8396.289527021287,12767.13167536958
2019-12-05,7989.545558812491,12186.525072613147
2019-12-06,7989.545558812491,12186.525072613147
2019-12-09,7565.649691601547,11870.145240196007
2019-12-10,7565.649691601547,11870.145240196007
2019-12-11,7565.649691601547,11870.145240196007
2019-12-12,7565.649691601547,11870.145240196007
2019-12-13,7565.649691601547,11870.145240196007
2019-12-16,7430.144753244424,11870.145240196007
2019-12-17,7207.993657690647,11870.145240196007
2019-12-18,7207.993657690647,11870.145240196007
2019-12-19,7207.993657690647,11870.145240196007
2019-12-20,6787.347177011897,11870.145240196007
2019-12-23,6345.871484594515,11599.281932323822
2019-12-24,6118.352054422607,10851.094337101635
2019-12-26,6118.352054422607,10851.094337101635
2019-12-27,6118.352054422607,10851.094337101635
2019-12-30,6118.352054422607,10851.094337101635
2019-12-31,6118.352054422607,10851.094337101635
2020-01-02,6118.352054422607,10851.094337101635
2020-01-03,6017.170256800351,9994.18918060575
2020-01-06,6017.170256800351,9994.18918060575
2020-01-07,6017.170256800351,9994.18918060575
2020-01-08,6017.170256800351,9994.18918060575
2020-01-09,6017.170256800351,9994.18918060575
2020-01-10,6017.170256800351,9994.18918060575
2020-01-13,6017.170256800351,9994.18918060575
2020-01-14,6017.170256800351,9994.18918060575
2020-01-15,6017.170256800351,9994.18918060575
2020-01-16,6017.170256800351,9994.18918060575
2020-01-17,6017.170256800351,9994.18918060575
2020-01-21,6017.170256800351,9994.18918060575
2020-01-22,6017.170256800351,9994.18918060575
2020-01-23,6017.170256800351,9994.18918060575
2020-01-24,6017.170256800351,9994.18918060575
2020-01-27,6017.170256800351,9994.18918060575
2020-01-28,6017.170256800351,9994.18918060575
2020-01-29,6017.170256800351,9994.18918060575
2020-01-30,6017.170256800351,9994.18918060575
2020-01-31,6118.352054422607,9994.18918060575
2020-02-03,6118.352054422607,9994.18918060575
2020-02-04,6118.352054422607,9994.18918060575
2020-02-05,6118.352054422607,9994.18918060575
2020-02-06,6118.352054422607,9994.18918060575
2020-02-07,6118.352054422607,9994.18918060575
2020-02-10,6118.352054422607,9994.18918060575
2020-02-11,6118.352054422607,9994.18918060575
2020-02-12,6118.352054422607,9994.18918060575
2020-02-13,6118.352054422607,9994.18918060575
2020-02-14,6118.352054422607,9994.18918060575
2020-02-18,6118.352054422607,9994.18918060575
2020-02-19,6118.352054422607,9994.18918060575
2020-02-20,6118.352054422607,9994.18918060575
2020-02-21,6047.788780203208,9994.18918060575
2020-02-24,6345.871484594515,11599.281932323822
2020-02-25,6787.347177011897,11870.145240196007
2020-02-26,6787.347177011897,11870.145240196007
2020-02-27,7207.993657690647,13539.492583795853
2020-02-28,7207.993657690647,13539.492583795853
2020-03-02,7207.993657690647,13539.492583795853
2020-03-03,7430.144753244424,13539.492583795853
2020-03-04,7430.144753244424,13539.492583795853
2020-03-05,7565.649691601547,13539.492583795853
2020-03-06,7565.649691601547,13539.492583795853
2020-03-09,7770.798427777347,17468.899873148224
2020-03-10,7770.798427777347,17468.899873148224
2020-03-11,8075.180004192085,22292.092000489003
2020-03-12,8436.063042319958,32218.587924371437
2020-03-13,8436.063042319958,32218.587924371437
2020-03-16,8585.531483222165,40854.793166805495
2020-03-17,8585.531483222165,40854.793166805495
2020-03-18,8766.894181078738,45214.15080381879
2020-03-19,8766.894181078738,45214.15080381879
2020-03-20,8766.894181078738,45214.15080381879
2020-03-23,8766.894181078738,45214.15080381879
2020-03-24,8766.894181078738,45214.15080381879
2020-03-25,8766.894181078738,45214.15080381879
2020-03-26,8766.894181078738,45214.15080381879
