Date,VaR_95,VaR_99
2013-01-11,6594.64649685444,9614.097008983716
2013-01-14,6594.64649685444,9614.097008983716
2013-01-15,6594.64649685444,9614.097008983716
2013-01-16,6594.64649685444,9614.097008983716
2013-01-17,6594.64649685444,9614.097008983716
2013-01-18,6594.64649685444,9614.097008983716
2013-01-22,6594.64649685444,9614.097008983716
2013-01-23,6594.64649685444,9614.097008983716
2013-01-24,6594.64649685444,9614.097008983716
2013-01-25,6594.64649685444,9614.097008983716
2013-01-28,6594.64649685444,9614.097008983716
2013-01-29,6594.64649685444,9614.097008983716
2013-01-30,6594.64649685444,9614.097008983716
2013-01-31,6594.64649685444,9614.097008983716
2013-02-01,6594.64649685444,9614.097008983716
2013-02-04,6594.64649685444,9614.097008983716
2013-02-05,6594.64649685444,9614.097008983716
2013-02-06,6594.64649685444,9614.097008983716
2013-02-07,6594.64649685444,9614.097008983716
2013-02-08,6594.64649685444,9614.097008983716
2013-02-11,6594.64649685444,9614.097008983716
2013-02-12,6594.64649685444,9614.097008983716
2013-02-13,6594.64649685444,9614.097008983716
2013-02-14,6594.64649685444,9614.097008983716
2013-02-15,6594.64649685444,9614.097008983716
2013-02-19,6594.64649685444,9614.097008983716
2013-02-20,6676.944136292376,10110.316803082043
2013-02-21,6676.944136292376,10110.316803082043
2013-02-22,6676.944136292376,10110.316803082043
2013-02-25,6676.944136292376,10110.316803082043
2013-02-26,6676.944136292376,10110.316803082043
2013-02-27,6676.944136292376,10110.316803082043
2013-02-28,6676.944136292376,10110.316803082043
2013-03-01,6676.944136292376,10110.316803082043
2013-03-04,6594.64649685444,9614.097008983716
2013-03-05,6594.64649685444,9614.097008983716
2013-03-06,6594.64649685444,9614.097008983716
2013-03-07,6594.64649685444,9614.097008983716
2013-03-08,6363.214811802761,9614.097008983716
2013-03-11,6363.214811802761,9614.097008983716
2013-03-12,6363.214811802761,9614.097008983716
2013-03-13,6363.214811802761,9614.097008983716
2013-03-14,6363.214811802761,9614.097008983716
2013-03-15,6363.214811802761,9614.097008983716
2013-03-18,6036.933618377596,9369.637389952968
2013-03-19,6036.933618377596,9369.637389952968
2013-03-20,6036.933618377596,9369.637389952968
2013-03-21,6036.933618377596,9369.637389952968
2013-03-22,6036.933618377596,9369.637389952968
2013-03-25,6036.933618377596,9369.637389952968
2013-03-26,6036.933618377596,9369.637389952968
2013-03-27,6036.933618377596,9369.637389952968
2013-03-28,6036.933618377596,9369.637389952968
2013-04-01,6036.933618377596,9369.637389952968
2013-04-02,6036.933618377596,9369.637389952968
2013-04-03,6036.933618377596,9369.637389952968
2013-04-04,6036.933618377596,9369.637389952968
2013-04-05,6036.933618377596,9369.637389952968
2013-04-08,5810.047999680884,8895.24555755572
2013-04-09,5810.047999680884,8895.24555755572
2013-04-10,5810.047999680884,8895.24555755572
2013-04-11,5810.047999680884,8895.24555755572
2013-04-12,5786.407326161793,8895.24555755572
2013-04-15,6036.933618377596,9816.618578857277
2013-04-16,6036.933618377596,9816.618578857277
2013-04-17,6363.214811802761,9816.618578857277
2013-04-18,6363.214811802761,9816.618578857277
2013-04-19,6363.214811802761,9816.618578857277
2013-04-22,6363.214811802761,9816.618578857277
2013-04-23,6363.214811802761,9816.618578857277
2013-04-24,6363.214811802761,9816.618578857277
2013-04-25,6363.214811802761,9816.618578857277
2013-04-26,6363.214811802761,9816.618578857277
2013-04-29,6363.214811802761,9816.618578857277
2013-04-30,6363.214811802761,9816.618578857277
2013-05-01,6363.214811802761,9816.618578857277
2013-05-02,6363.214811802761,9816.618578857277
2013-05-03,6363.214811802761,9816.618578857277
2013-05-06,6363.214811802761,9816.618578857277
2013-05-07,6222.600893516029,9816.618578857277
2013-05-08,5786.407326161793,9816.618578857277
2013-05-09,5786.407326161793,9816.618578857277
2013-05-10,5786.407326161793,9816.618578857277
2013-05-13,5786.407326161793,9816.618578857277
2013-05-14,5786.407326161793,9816.618578857277
2013-05-15,5786.407326161793,9816.618578857277
2013-05-16,5786.407326161793,9816.618578857277
2013-05-17,5786.407326161793,9816.618578857277
2013-05-20,5786.407326161793,9816.618578857277
2013-05-21,5786.407326161793,9816.618578857277
2013-05-22,6222.600893516029,9910.976948607382
2013-05-23,6222.600893516029,9910.976948607382
2013-05-24,6222.600893516029,9910.976948607382
2013-05-28,6222.600893516029,9910.976948607382
2013-05-29,6222.600893516029,9910.976948607382
2013-05-30,6222.600893516029,9910.976948607382
2013-05-31,6594.64649685444,11570.473511086913
2013-06-03,6594.64649685444,11570.473511086913
2013-06-04,6610.796099373659,11570.473511086913
2013-06-05,6610.796099373659,11570.473511086913
2013-06-06,6610.796099373659,11570.473511086913
2013-06-07,6610.796099373659,11570.473511086913
2013-06-10,6610.796099373659,11570.473511086913
2013-06-11,6610.796099373659,11570.473511086913
2013-06-12,6689.952824951652,11570.473511086913
2013-06-13,6689.952824951652,11570.473511086913
2013-06-14,6689.952824951652,11570.473511086913
2013-06-17,6689.952824951652,11570.473511086913
2013-06-18,6689.952824951652,11570.473511086913
2013-06-19,6918.118325385362,12652.96499823968
2013-06-20,7206.7602010330265,14386.041500845859
2013-06-21,7206.7602010330265,14386.041500845859
2013-06-24,7396.8218987323935,14386.041500845859
2013-06-25,7206.7602010330265,12652.96499823968
2013-06-26,7206.7602010330265,12652.96499823968
2013-06-27,7206.7602010330265,12652.96499823968
2013-06-28,7206.7602010330265,12652.96499823968
2013-07-01,7206.7602010330265,12652.96499823968
2013-07-02,7206.7602010330265,12652.96499823968
2013-07-03,7206.7602010330265,12652.96499823968
2013-07-05,7206.7602010330265,12652.96499823968
2013-07-08,7206.7602010330265,12652.96499823968
2013-07-09,7206.7602010330265,12652.96499823968
2013-07-10,7206.7602010330265,12652.96499823968
2013-07-11,7206.7602010330265,12652.96499823968
2013-07-12,7206.7602010330265,12652.96499823968
2013-07-15,7206.7602010330265,12652.96499823968
2013-07-16,7206.7602010330265,12652.96499823968
2013-07-17,7206.7602010330265,12652.96499823968
2013-07-18,7206.7602010330265,12652.96499823968
2013-07-19,7206.7602010330265,12652.96499823968
2013-07-22,7206.7602010330265,12652.96499823968
2013-07-23,7206.7602010330265,12652.96499823968
2013-07-24,7396.8218987323935,12652.96499823968
2013-07-25,7396.8218987323935,12652.96499823968
2013-07-26,7396.8218987323935,12652.96499823968
2013-07-29,7396.8218987323935,12652.96499823968
2013-07-30,7396.8218987323935,12652.96499823968
2013-07-31,7396.8218987323935,12652.96499823968
2013-08-01,7396.8218987323935,12652.96499823968
2013-08-02,7396.8218987323935,12652.96499823968
2013-08-05,7396.8218987323935,12652.96499823968
2013-08-06,7396.8218987323935,12652.96499823968
2013-08-07,7396.8218987323935,12652.96499823968
2013-08-08,7396.8218987323935,12652.96499823968
2013-08-09,7396.8218987323935,12652.96499823968
2013-08-12,7396.8218987323935,12652.96499823968
2013-08-13,7396.8218987323935,12652.96499823968
2013-08-14,7396.8218987323935,12652.96499823968
2013-08-15,7653.520695809632,12652.96499823968
2013-08-16,7653.520695809632,12652.96499823968
2013-08-19,7653.520695809632,12652.96499823968
2013-08-20,7653.520695809632,12652.96499823968
2013-08-21,7653.520695809632,12652.96499823968
2013-08-22,7653.520695809632,12652.96499823968
2013-08-23,7653.520695809632,12652.96499823968
2013-08-26,7653.520695809632,12652.96499823968
2013-08-27,7653.520695809632,12652.96499823968
2013-08-28,7653.520695809632,12652.96499823968
2013-08-29,7653.520695809632,12652.96499823968
2013-08-30,7653.520695809632,12652.96499823968
2013-09-03,7653.520695809632,12652.96499823968
2013-09-04,7653.520695809632,12652.96499823968
2013-09-05,7653.520695809632,12652.96499823968
2013-09-06,7653.520695809632,12652.96499823968
2013-09-09,7653.520695809632,12652.96499823968
2013-09-10,7653.520695809632,12652.96499823968
2013-09-11,7653.520695809632,12652.96499823968
2013-09-12,7653.520695809632,12652.96499823968
2013-09-13,7653.520695809632,12652.96499823968
2013-09-16,7653.520695809632,12652.96499823968
2013-09-17,7653.520695809632,12652.96499823968
2013-09-18,7653.520695809632,12652.96499823968
2013-09-19,7653.520695809632,12652.96499823968
2013-09-20,7653.520695809632,12652.96499823968
2013-09-23,7653.520695809632,12652.96499823968
2013-09-24,7653.520695809632,12652.96499823968
2013-09-25,7653.520695809632,12652.96499823968
2013-09-26,7653.520695809632,12652.96499823968
2013-09-27,7653.520695809632,12652.96499823968
2013-09-30,7653.520695809632,12652.96499823968
2013-10-01,7653.520695809632,12652.96499823968
2013-10-02,7653.520695809632,12652.96499823968
2013-10-03,7653.520695809632,12652.96499823968
2013-10-04,7653.520695809632,12652.96499823968
2013-10-07,7653.520695809632,12652.96499823968
2013-10-08,7653.520695809632,12652.96499823968
2013-10-09,7653.520695809632,12652.96499823968
2013-10-10,7653.520695809632,12652.96499823968
2013-10-11,7653.520695809632,12652.96499823968
2013-10-14,7653.520695809632,12652.96499823968
2013-10-15,7653.520695809632,12652.96499823968
2013-10-16,7653.520695809632,12652.96499823968
2013-10-17,7653.520695809632,12652.96499823968
2013-10-18,7653.520695809632,12652.96499823968
2013-10-21,7653.520695809632,12652.96499823968
2013-10-22,7653.520695809632,12652.96499823968
2013-10-23,7360.754134223871,12652.96499823968
2013-10-24,7360.754134223871,12652.96499823968
2013-10-25,7360.754134223871,12652.96499823968
2013-10-28,7360.754134223871,12652.96499823968
2013-10-29,7360.754134223871,12652.96499823968
2013-10-30,7360.754134223871,12652.96499823968
2013-10-31,7360.754134223871,12652.96499823968
2013-11-01,7360.754134223871,12652.96499823968
2013-11-04,7255.660120444715,12652.96499823968
2013-11-05,7255.660120444715,12652.96499823968
2013-11-06,7255.660120444715,12652.96499823968
2013-11-07,7162.327097742389,12652.96499823968
2013-11-08,7162.327097742389,12652.96499823968
2013-11-11,7162.327097742389,12652.96499823968
2013-11-12,7162.327097742389,12652.96499823968
2013-11-13,7162.327097742389,12652.96499823968
2013-11-14,6983.34633238246,12652.96499823968
2013-11-15,6983.34633238246,12652.96499823968
2013-11-18,6983.34633238246,12652.96499823968
2013-11-19,6983.34633238246,12652.96499823968
2013-11-20,7162.327097742389,12652.96499823968
2013-11-21,7162.327097742389,12652.96499823968
2013-11-22,7162.327097742389,12652.96499823968
2013-11-25,7162.327097742389,12652.96499823968
2013-11-26,7162.327097742389,12652.96499823968
2013-11-27,7162.327097742389,12652.96499823968
2013-11-29,7162.327097742389,12652.96499823968
2013-12-02,7255.660120444715,12652.96499823968
2013-12-03,7255.660120444715,12652.96499823968
2013-12-04,7255.660120444715,12652.96499823968
2013-12-05,7255.660120444715,12652.96499823968
2013-12-06,7255.660120444715,12652.96499823968
2013-12-09,7255.660120444715,12652.96499823968
2013-12-10,7255.660120444715,12652.96499823968
2013-12-11,7348.789982669554,12652.96499823968
2013-12-12,7348.789982669554,12652.96499823968
2013-12-13,7348.789982669554,12652.96499823968
2013-12-16,7348.789982669554,12652.96499823968
2013-12-17,7348.789982669554,12652.96499823968
2013-12-18,7348.789982669554,12652.96499823968
2013-12-19,7348.789982669554,12652.96499823968
2013-12-20,7348.789982669554,12652.96499823968
2013-12-23,7348.789982669554,12652.96499823968
2013-12-24,7348.789982669554,12652.96499823968
2013-12-26,7348.789982669554,12652.96499823968
2013-12-27,7348.789982669554,12652.96499823968
2013-12-30,7348.789982669554,12652.96499823968
2013-12-31,7348.789982669554,12652.96499823968
2014-01-02,7348.789982669554,12652.96499823968
2014-01-03,7348.789982669554,12652.96499823968
2014-01-06,7348.789982669554,12652.96499823968
2014-01-07,7348.789982669554,12652.96499823968
2014-01-08,7348.789982669554,12652.96499823968
2014-01-09,7348.789982669554,12652.96499823968
2014-01-10,7348.789982669554,12652.96499823968
2014-01-13,7348.789982669554,12652.96499823968
2014-01-14,7348.789982669554,12652.96499823968
2014-01-15,7348.789982669554,12652.96499823968
2014-01-16,7348.789982669554,12652.96499823968
2014-01-17,7348.789982669554,12652.96499823968
2014-01-21,7348.789982669554,12652.96499823968
2014-01-22,7348.789982669554,12652.96499823968
2014-01-23,7348.789982669554,12652.96499823968
2014-01-24,7452.286968155176,12652.96499823968
2014-01-27,7452.286968155176,12652.96499823968
2014-01-28,7452.286968155176,12652.96499823968
2014-01-29,7452.286968155176,12652.96499823968
2014-01-30,7452.286968155176,12652.96499823968
2014-01-31,7452.286968155176,12652.96499823968
2014-02-03,7681.4933911556745,12652.96499823968
2014-02-04,7681.4933911556745,12652.96499823968
2014-02-05,7681.4933911556745,12652.96499823968
2014-02-06,7681.4933911556745,12652.96499823968
2014-02-07,7681.4933911556745,12652.96499823968
2014-02-10,7681.4933911556745,12652.96499823968
2014-02-11,7681.4933911556745,12652.96499823968
2014-02-12,7681.4933911556745,12652.96499823968
2014-02-13,7681.4933911556745,12652.96499823968
2014-02-14,7681.4933911556745,12652.96499823968
2014-02-18,7681.4933911556745,12652.96499823968
2014-02-19,7681.4933911556745,12652.96499823968
2014-02-20,7452.286968155176,12652.96499823968
2014-02-21,7452.286968155176,12652.96499823968
2014-02-24,7452.286968155176,12652.96499823968
2014-02-25,7452.286968155176,12652.96499823968
2014-02-26,7452.286968155176,12652.96499823968
2014-02-27,7452.286968155176,12652.96499823968
2014-02-28,7452.286968155176,12652.96499823968
2014-03-03,7452.286968155176,12652.96499823968
2014-03-04,7452.286968155176,12652.96499823968
2014-03-05,7452.286968155176,12652.96499823968
2014-03-06,7452.286968155176,12652.96499823968
2014-03-07,7452.286968155176,12652.96499823968
2014-03-10,7452.286968155176,12652.96499823968
2014-03-11,7452.286968155176,12652.96499823968
2014-03-12,7452.286968155176,12652.96499823968
2014-03-13,7452.286968155176,12652.96499823968
2014-03-14,7452.286968155176,12652.96499823968
2014-03-17,7452.286968155176,12652.96499823968
2014-03-18,7452.286968155176,12652.96499823968
2014-03-19,7681.4933911556745,12652.96499823968
2014-03-20,7681.4933911556745,12652.96499823968
2014-03-21,7681.4933911556745,12652.96499823968
2014-03-24,7681.4933911556745,12652.96499823968
2014-03-25,7681.4933911556745,12652.96499823968
2014-03-26,7681.4933911556745,12652.96499823968
2014-03-27,7681.4933911556745,12652.96499823968
2014-03-28,7681.4933911556745,12652.96499823968
2014-03-31,7681.4933911556745,12652.96499823968
2014-04-01,7681.4933911556745,12652.96499823968
2014-04-02,7681.4933911556745,12652.96499823968
2014-04-03,7681.4933911556745,12652.96499823968
2014-04-04,7681.4933911556745,12652.96499823968
2014-04-07,7681.4933911556745,12652.96499823968
2014-04-08,7681.4933911556745,12652.96499823968
2014-04-09,7681.4933911556745,12652.96499823968
2014-04-10,7965.778461487391,12652.96499823968
2014-04-11,7965.778461487391,12652.96499823968
2014-04-14,7681.4933911556745,11641.632488734647
2014-04-15,7681.4933911556745,11641.632488734647
2014-04-16,7681.4933911556745,11641.632488734647
2014-04-17,7681.4933911556745,11641.632488734647
2014-04-21,7681.4933911556745,11641.632488734647
2014-04-22,7681.4933911556745,11641.632488734647
2014-04-23,7681.4933911556745,11641.632488734647
2014-04-24,7681.4933911556745,11641.632488734647
2014-04-25,7681.4933911556745,11641.632488734647
2014-04-28,7681.4933911556745,11641.632488734647
2014-04-29,7681.4933911556745,11641.632488734647
2014-04-30,7681.4933911556745,11641.632488734647
2014-05-01,7681.4933911556745,11641.632488734647
2014-05-02,7681.4933911556745,11641.632488734647
2014-05-05,7681.4933911556745,11641.632488734647
2014-05-06,7681.4933911556745,11641.632488734647
2014-05-07,7681.4933911556745,11641.632488734647
2014-05-08,7681.4933911556745,11641.632488734647
2014-05-09,7681.4933911556745,11641.632488734647
2014-05-12,7681.4933911556745,11641.632488734647
2014-05-13,7681.4933911556745,11641.632488734647
2014-05-14,7681.4933911556745,11641.632488734647
2014-05-15,7681.4933911556745,11641.632488734647
2014-05-16,7681.4933911556745,11641.632488734647
2014-05-19,7681.4933911556745,11641.632488734647
2014-05-20,7681.4933911556745,11641.632488734647
2014-05-21,7681.4933911556745,11641.632488734647
2014-05-22,7452.286968155176,11641.632488734647
2014-05-23,7452.286968155176,11641.632488734647
2014-05-27,7452.286968155176,11641.632488734647
2014-05-28,7452.286968155176,11641.632488734647
2014-05-29,7452.286968155176,11641.632488734647
2014-05-30,7452.286968155176,11641.632488734647
2014-06-02,7348.789982669554,10297.32910750819
2014-06-03,7348.789982669554,10297.32910750819
2014-06-04,7348.789982669554,10297.32910750819
2014-06-05,7348.789982669554,10297.32910750819
2014-06-06,7348.789982669554,10297.32910750819
2014-06-09,7348.789982669554,10297.32910750819
2014-06-10,7348.789982669554,10297.32910750819
2014-06-11,7348.789982669554,10297.32910750819
2014-06-12,7255.660120444715,10297.32910750819
2014-06-13,7255.660120444715,10297.32910750819
2014-06-16,7255.660120444715,10297.32910750819
2014-06-17,7255.660120444715,10297.32910750819
2014-06-18,7255.660120444715,10297.32910750819
2014-06-19,7047.4998939274765,9778.449182888957
2014-06-20,6816.674096312547,9637.725767678357
2014-06-23,6816.674096312547,9637.725767678357
2014-06-24,6714.766498117422,9637.725767678357
2014-06-25,6714.766498117422,9637.725767678357
2014-06-26,6714.766498117422,9637.725767678357
2014-06-27,6714.766498117422,9637.725767678357
2014-06-30,6714.766498117422,9637.725767678357
2014-07-01,6714.766498117422,9637.725767678357
2014-07-02,6714.766498117422,9637.725767678357
2014-07-03,6714.766498117422,9637.725767678357
2014-07-07,6714.766498117422,9637.725767678357
2014-07-08,6714.766498117422,9637.725767678357
2014-07-09,6714.766498117422,9637.725767678357
2014-07-10,6714.766498117422,9637.725767678357
2014-07-11,6714.766498117422,9637.725767678357
2014-07-14,6714.766498117422,9637.725767678357
2014-07-15,6714.766498117422,9637.725767678357
2014-07-16,6714.766498117422,9637.725767678357
2014-07-17,6714.766498117422,9637.725767678357
2014-07-18,6714.766498117422,9637.725767678357
2014-07-21,6714.766498117422,9637.725767678357
2014-07-22,6714.766498117422,9637.725767678357
2014-07-23,6714.766498117422,9637.725767678357
2014-07-24,6634.213048822905,9637.725767678357
2014-07-25,6634.213048822905,9637.725767678357
2014-07-28,6634.213048822905,9637.725767678357
2014-07-29,6634.213048822905,9637.725767678357
2014-07-30,6634.213048822905,9637.725767678357
2014-07-31,6714.766498117422,9778.449182888957
2014-08-01,6714.766498117422,9778.449182888957
2014-08-04,6714.766498117422,9778.449182888957
2014-08-05,6714.766498117422,9778.449182888957
2014-08-06,6714.766498117422,9778.449182888957
2014-08-07,6714.766498117422,9778.449182888957
2014-08-08,6714.766498117422,9778.449182888957
2014-08-11,6714.766498117422,9778.449182888957
2014-08-12,6714.766498117422,9778.449182888957
2014-08-13,6714.766498117422,9778.449182888957
2014-08-14,6714.766498117422,9778.449182888957
2014-08-15,6634.213048822905,9778.449182888957
2014-08-18,6634.213048822905,9778.449182888957
2014-08-19,6476.520228404224,9778.449182888957
2014-08-20,6476.520228404224,9778.449182888957
2014-08-21,6362.508678301481,9778.449182888957
2014-08-22,6362.508678301481,9778.449182888957
2014-08-25,6362.508678301481,9778.449182888957
2014-08-26,6362.508678301481,9778.449182888957
2014-08-27,6362.508678301481,9778.449182888957
2014-08-28,6362.508678301481,9778.449182888957
2014-08-29,6362.508678301481,9778.449182888957
2014-09-02,6476.520228404224,9778.449182888957
2014-09-03,6476.520228404224,9778.449182888957
2014-09-04,6476.520228404224,9778.449182888957
2014-09-05,6476.520228404224,9778.449182888957
2014-09-08,6476.520228404224,9778.449182888957
2014-09-09,6476.520228404224,9778.449182888957
2014-09-10,6476.520228404224,9778.449182888957
2014-09-11,6476.520228404224,9778.449182888957
2014-09-12,6548.736105492779,9778.449182888957
2014-09-15,6548.736105492779,9778.449182888957
2014-09-16,6548.736105492779,9778.449182888957
2014-09-17,6548.736105492779,9778.449182888957
2014-09-18,6548.736105492779,9778.449182888957
2014-09-19,6548.736105492779,9778.449182888957
2014-09-22,6362.508678301481,9778.449182888957
2014-09-23,6362.508678301481,9778.449182888957
2014-09-24,6362.508678301481,9778.449182888957
2014-09-25,6379.398248511825,9778.449182888957
2014-09-26,6379.398248511825,9778.449182888957
2014-09-29,6379.398248511825,9778.449182888957
2014-09-30,6379.398248511825,9778.449182888957
2014-10-01,6379.398248511825,9778.449182888957
2014-10-02,6379.398248511825,9778.449182888957
2014-10-03,6379.398248511825,9778.449182888957
2014-10-06,6379.398248511825,9778.449182888957
2014-10-07,6379.398248511825,9778.449182888957
2014-10-08,6362.508678301481,9778.449182888957
2014-10-09,6379.398248511825,10297.32910750819
2014-10-10,6379.398248511825,10297.32910750819
2014-10-13,6550.205208893924,10297.32910750819
2014-10-14,6550.205208893924,10297.32910750819
2014-10-15,6550.205208893924,10297.32910750819
2014-10-16,6550.205208893924,10297.32910750819
2014-10-17,6550.205208893924,10297.32910750819
2014-10-20,6550.205208893924,10297.32910750819
2014-10-21,6550.205208893924,10297.32910750819
2014-10-22,6550.205208893924,10297.32910750819
2014-10-23,6550.205208893924,10297.32910750819
2014-10-24,6550.205208893924,10297.32910750819
2014-10-27,6550.205208893924,10297.32910750819
2014-10-28,6550.205208893924,10297.32910750819
2014-10-29,6550.205208893924,10297.32910750819
2014-10-30,6550.205208893924,10297.32910750819
2014-10-31,6550.205208893924,10297.32910750819
2014-11-03,6550.205208893924,10297.32910750819
2014-11-04,6550.205208893924,10297.32910750819
2014-11-05,6550.205208893924,10297.32910750819
2014-11-06,6550.205208893924,10297.32910750819
2014-11-07,6379.398248511825,10297.32910750819
2014-11-10,6379.398248511825,10297.32910750819
2014-11-11,6379.398248511825,10297.32910750819
2014-11-12,6379.398248511825,10297.32910750819
2014-11-13,6379.398248511825,10297.32910750819
2014-11-14,6379.398248511825,10297.32910750819
2014-11-17,6379.398248511825,10297.32910750819
2014-11-18,6379.398248511825,10297.32910750819
2014-11-19,6379.398248511825,10297.32910750819
2014-11-20,6362.508678301481,10297.32910750819
2014-11-21,6362.508678301481,10297.32910750819
2014-11-24,6362.508678301481,10297.32910750819
2014-11-25,6362.508678301481,10297.32910750819
2014-11-26,6362.508678301481,10297.32910750819
2014-11-28,6362.508678301481,10297.32910750819
2014-12-01,6362.508678301481,10297.32910750819
2014-12-02,6242.989091190167,10297.32910750819
2014-12-03,6242.989091190167,10297.32910750819
2014-12-04,6242.989091190167,10297.32910750819
2014-12-05,6242.989091190167,10297.32910750819
2014-12-08,6242.989091190167,10297.32910750819
2014-12-09,6242.989091190167,10297.32910750819
2014-12-10,6362.508678301481,10297.32910750819
2014-12-11,6242.989091190167,10151.99700680134
2014-12-12,6362.508678301481,10151.99700680134
2014-12-15,6379.398248511825,10151.99700680134
2014-12-16,6379.398248511825,10151.99700680134
2014-12-17,6379.398248511825,10151.99700680134
2014-12-18,6379.398248511825,10151.99700680134
2014-12-19,6379.398248511825,10151.99700680134
2014-12-22,6379.398248511825,10151.99700680134
2014-12-23,6379.398248511825,10151.99700680134
2014-12-24,6379.398248511825,10151.99700680134
2014-12-26,6379.398248511825,10151.99700680134
2014-12-29,6379.398248511825,10151.99700680134
2014-12-30,6379.398248511825,10151.99700680134
2014-12-31,6554.138554951192,10151.99700680134
2015-01-02,6554.138554951192,10151.99700680134
2015-01-05,6554.138554951192,10151.99700680134
2015-01-06,6554.138554951192,10151.99700680134
2015-01-07,6554.138554951192,10151.99700680134
2015-01-08,6554.138554951192,10151.99700680134
2015-01-09,6554.138554951192,10151.99700680134
2015-01-12,6554.138554951192,10151.99700680134
2015-01-13,6554.138554951192,10151.99700680134
2015-01-14,6554.138554951192,10151.99700680134
2015-01-15,6554.138554951192,10151.99700680134
2015-01-16,6554.138554951192,10151.99700680134
2015-01-20,6554.138554951192,10151.99700680134
2015-01-21,6554.138554951192,10151.99700680134
2015-01-22,6554.138554951192,10151.99700680134
2015-01-23,6554.138554951192,10151.99700680134
2015-01-26,6379.398248511825,9350.886042833277
2015-01-27,6379.398248511825,9350.886042833277
2015-01-28,6379.398248511825,9350.886042833277
2015-01-29,6379.398248511825,9350.886042833277
2015-01-30,6379.398248511825,9350.886042833277
2015-02-02,6379.398248511825,9350.886042833277
2015-02-03,6150.779009469151,9074.910157140126
2015-02-04,6150.779009469151,9074.910157140126
2015-02-05,6150.779009469151,9074.910157140126
2015-02-06,6379.398248511825,9829.544721774791
2015-02-09,6379.398248511825,9829.544721774791
2015-02-10,6379.398248511825,9829.544721774791
2015-02-11,6379.398248511825,9829.544721774791
2015-02-12,6379.398248511825,9829.544721774791
2015-02-13,6379.398248511825,9829.544721774791
2015-02-17,6379.398248511825,9829.544721774791
2015-02-18,6379.398248511825,9829.544721774791
2015-02-19,6151.981003160996,9829.544721774791
2015-02-20,6151.981003160996,9829.544721774791
2015-02-23,6151.981003160996,9829.544721774791
2015-02-24,6151.981003160996,9829.544721774791
2015-02-25,6151.981003160996,9829.544721774791
2015-02-26,6151.981003160996,9829.544721774791
2015-02-27,6151.981003160996,9829.544721774791
2015-03-02,6151.981003160996,9829.544721774791
2015-03-03,6151.981003160996,9829.544721774791
2015-03-04,6151.981003160996,9829.544721774791
2015-03-05,6151.981003160996,9829.544721774791
2015-03-06,6554.138554951192,11446.940964539926
2015-03-09,6554.138554951192,11446.940964539926
2015-03-10,6979.618677728691,11446.940964539926
2015-03-11,6979.618677728691,11446.940964539926
2015-03-12,6979.618677728691,11446.940964539926
2015-03-13,6979.618677728691,11446.940964539926
2015-03-16,6979.618677728691,11446.940964539926
2015-03-17,6979.618677728691,11446.940964539926
2015-03-18,6979.618677728691,11446.940964539926
2015-03-19,6554.138554951192,11446.940964539926
2015-03-20,6554.138554951192,11446.940964539926
2015-03-23,6554.138554951192,11446.940964539926
2015-03-24,6554.138554951192,11446.940964539926
2015-03-25,6979.618677728691,11809.708896076609
2015-03-26,6979.618677728691,11809.708896076609
2015-03-27,6979.618677728691,11809.708896076609
2015-03-30,6979.618677728691,11809.708896076609
2015-03-31,6979.618677728691,11809.708896076609
2015-04-01,6979.618677728691,11809.708896076609
2015-04-02,6979.618677728691,11809.708896076609
2015-04-06,6979.618677728691,11809.708896076609
2015-04-07,6979.618677728691,11809.708896076609
2015-04-08,6979.618677728691,11809.708896076609
2015-04-09,6979.618677728691,11809.708896076609
2015-04-10,6979.618677728691,11809.708896076609
2015-04-13,6554.138554951192,11809.708896076609
2015-04-14,6554.138554951192,11809.708896076609
2015-04-15,6554.138554951192,11809.708896076609
2015-04-16,6554.138554951192,11809.708896076609
2015-04-17,6554.138554951192,11809.708896076609
2015-04-20,6554.138554951192,11809.708896076609
2015-04-21,6554.138554951192,11809.708896076609
2015-04-22,6554.138554951192,11809.708896076609
2015-04-23,6554.138554951192,11809.708896076609
2015-04-24,6554.138554951192,11809.708896076609
2015-04-27,6554.138554951192,11809.708896076609
2015-04-28,6554.138554951192,11809.708896076609
2015-04-29,6684.451140042102,11809.708896076609
2015-04-30,6979.618677728691,11809.708896076609
2015-05-01,6979.618677728691,11809.708896076609
2015-05-04,6979.618677728691,11809.708896076609
2015-05-05,7018.6700911347125,11809.708896076609
2015-05-06,7037.442996683852,11809.708896076609
2015-05-07,7037.442996683852,11809.708896076609
2015-05-08,7037.442996683852,11809.708896076609
2015-05-11,7260.033677262089,11809.708896076609
2015-05-12,7260.033677262089,11809.708896076609
2015-05-13,7260.033677262089,11809.708896076609
2015-05-14,7260.033677262089,11809.708896076609
2015-05-15,7260.033677262089,11809.708896076609
2015-05-18,7260.033677262089,11809.708896076609
2015-05-19,7260.033677262089,11809.708896076609
2015-05-20,7260.033677262089,11809.708896076609
2015-05-21,7260.033677262089,11809.708896076609
2015-05-22,7260.033677262089,11809.708896076609
2015-05-26,7260.033677262089,11809.708896076609
2015-05-27,7260.033677262089,11809.708896076609
2015-05-28,7260.033677262089,11809.708896076609
2015-05-29,7260.033677262089,11809.708896076609
2015-06-01,7260.033677262089,11809.708896076609
2015-06-02,7260.033677262089,11809.708896076609
2015-06-03,7260.033677262089,11809.708896076609
2015-06-04,7260.033677262089,11809.708896076609
